Order Number,Customer Number,Order Status,Total Price,Order Date,Order Priority,Clerk,Shipping Priority,Comment
1871,816,O,2446.0,2020-05-16 12:27:30.350023336,2-HIGH,Clerk#000000092,3,Order processed smoothly 1871
1872,637,O,1055.7,2020-05-16 14:12:37.970531370,3-MEDIUM,Clerk#000000001,3,Order processed smoothly 1872
1873,1142,O,3101.59,2020-05-16 15:57:45.591039404,4-LOW,Clerk#000000005,8,Order processed smoothly 1873
1874,1378,P,3657.48,2020-05-16 17:42:53.211547436,5-VERY LOW,Clerk#000000094,8,Order processed smoothly 1874
1875,194,F,4419.66,2020-05-16 19:28:00.832055470,4-LOW,Clerk#000000089,5,Order processed smoothly 1875
1876,418,O,3480.73,2020-05-16 21:13:08.452563504,2-HIGH,Clerk#000000060,3,Order processed smoothly 1876
1877,1259,P,2909.1,2020-05-16 22:58:16.073071538,5-VERY LOW,Clerk#000000019,7,Order processed smoothly 1877
1878,66,O,3015.82,2020-05-17 00:43:23.693579572,4-LOW,Clerk#000000077,7,Order processed smoothly 1878
1879,510,P,4533.83,2020-05-17 02:28:31.314087606,2-HIGH,Clerk#000000026,2,Order processed smoothly 1879
1880,1210,O,4051.9,2020-05-17 04:13:38.934595640,3-MEDIUM,Clerk#000000004,9,Order processed smoothly 1880
1881,24,P,4470.74,2020-05-17 05:58:46.555103674,5-VERY LOW,Clerk#000000011,8,Order processed smoothly 1881
1882,1088,F,2400.14,2020-05-17 07:43:54.175611708,1-URGENT,Clerk#000000034,9,Order processed smoothly 1882
1883,529,P,2786.68,2020-05-17 09:29:01.796119742,1-URGENT,Clerk#000000021,2,Order processed smoothly 1883
1884,8,F,4201.48,2020-05-17 11:14:09.416627776,4-LOW,Clerk#000000043,5,Order processed smoothly 1884
1885,355,P,4967.49,2020-05-17 12:59:17.037135810,4-LOW,Clerk#000000037,6,Order processed smoothly 1885
1886,1003,O,2236.28,2020-05-17 14:44:24.657643844,4-LOW,Clerk#000000046,8,Order processed smoothly 1886
1887,1387,F,1125.86,2020-05-17 16:29:32.278151878,2-HIGH,Clerk#000000095,9,Order processed smoothly 1887
1888,803,F,2612.37,2020-05-17 18:14:39.898659912,3-MEDIUM,Clerk#000000047,3,Order processed smoothly 1888
1889,702,O,2153.32,2020-05-17 19:59:47.519167944,4-LOW,Clerk#000000030,6,Order processed smoothly 1889
1890,1004,F,3345.11,2020-05-17 21:44:55.139675978,5-VERY LOW,Clerk#000000087,5,Order processed smoothly 1890
1891,368,O,4419.91,2020-05-17 23:30:02.760184012,4-LOW,Clerk#000000082,4,Order processed smoothly 1891
1892,1105,O,4313.38,2020-05-18 01:15:10.380692046,4-LOW,Clerk#000000029,1,Order processed smoothly 1892
1893,1147,P,1572.58,2020-05-18 03:00:18.001200080,2-HIGH,Clerk#000000075,4,Order processed smoothly 1893
1894,1045,F,4426.59,2020-05-18 04:45:25.621708114,2-HIGH,Clerk#000000031,7,Order processed smoothly 1894
1895,550,O,2824.22,2020-05-18 06:30:33.242216148,5-VERY LOW,Clerk#000000017,1,Order processed smoothly 1895
1896,1316,F,2100.03,2020-05-18 08:15:40.862724182,1-URGENT,Clerk#000000045,3,Order processed smoothly 1896
1897,254,P,4804.33,2020-05-18 10:00:48.483232216,2-HIGH,Clerk#000000095,9,Order processed smoothly 1897
1898,506,F,2674.4,2020-05-18 11:45:56.103740250,2-HIGH,Clerk#000000053,7,Order processed smoothly 1898
1899,294,F,4155.89,2020-05-18 13:31:03.724248284,4-LOW,Clerk#000000087,7,Order processed smoothly 1899
1900,509,O,1695.75,2020-05-18 15:16:11.344756318,4-LOW,Clerk#000000052,9,Order processed smoothly 1900
1901,1062,F,3416.0,2020-05-18 17:01:18.965264352,2-HIGH,Clerk#000000056,7,Order processed smoothly 1901
1902,624,O,3710.52,2020-05-18 18:46:26.585772386,3-MEDIUM,Clerk#000000075,0,Order processed smoothly 1902
1903,691,O,2634.02,2020-05-18 20:31:34.206280420,4-LOW,Clerk#000000026,3,Order processed smoothly 1903
1904,177,O,4087.66,2020-05-18 22:16:41.826788452,5-VERY LOW,Clerk#000000076,8,Order processed smoothly 1904
1905,1466,F,4015.14,2020-05-19 00:01:49.447296486,4-LOW,Clerk#000000088,6,Order processed smoothly 1905
1906,1316,O,3176.84,2020-05-19 01:46:57.067804520,3-MEDIUM,Clerk#000000048,9,Order processed smoothly 1906
1907,562,O,1202.78,2020-05-19 03:32:04.688312554,3-MEDIUM,Clerk#000000018,5,Order processed smoothly 1907
1908,271,P,3479.57,2020-05-19 05:17:12.308820588,1-URGENT,Clerk#000000046,3,Order processed smoothly 1908
1909,1065,P,2083.25,2020-05-19 07:02:19.929328622,2-HIGH,Clerk#000000064,7,Order processed smoothly 1909
1910,134,P,1770.7,2020-05-19 08:47:27.549836656,1-URGENT,Clerk#000000043,7,Order processed smoothly 1910
1911,1117,P,4069.03,2020-05-19 10:32:35.170344690,5-VERY LOW,Clerk#000000068,6,Order processed smoothly 1911
1912,91,O,3157.76,2020-05-19 12:17:42.790852724,2-HIGH,Clerk#000000025,4,Order processed smoothly 1912
1913,66,P,4900.33,2020-05-19 14:02:50.411360758,1-URGENT,Clerk#000000012,0,Order processed smoothly 1913
1914,956,P,1791.51,2020-05-19 15:47:58.031868792,3-MEDIUM,Clerk#000000041,6,Order processed smoothly 1914
1915,743,O,2685.25,2020-05-19 17:33:05.652376826,5-VERY LOW,Clerk#000000061,0,Order processed smoothly 1915
1916,630,O,4800.44,2020-05-19 19:18:13.272884860,2-HIGH,Clerk#000000041,3,Order processed smoothly 1916
1917,346,F,1710.58,2020-05-19 21:03:20.893392894,2-HIGH,Clerk#000000021,7,Order processed smoothly 1917
1918,725,O,1697.67,2020-05-19 22:48:28.513900928,3-MEDIUM,Clerk#000000061,6,Order processed smoothly 1918
1919,779,O,1681.14,2020-05-20 00:33:36.134408962,3-MEDIUM,Clerk#000000081,0,Order processed smoothly 1919
1920,1087,O,4412.26,2020-05-20 02:18:43.754916994,2-HIGH,Clerk#000000002,3,Order processed smoothly 1920
1921,1127,P,2014.96,2020-05-20 04:03:51.375425028,2-HIGH,Clerk#000000044,7,Order processed smoothly 1921
1922,1090,F,2166.46,2020-05-20 05:48:58.995933062,4-LOW,Clerk#000000012,7,Order processed smoothly 1922
1923,1137,P,4420.28,2020-05-20 07:34:06.616441096,2-HIGH,Clerk#000000071,2,Order processed smoothly 1923
1924,1212,O,2069.74,2020-05-20 09:19:14.236949130,5-VERY LOW,Clerk#000000011,3,Order processed smoothly 1924
1925,261,O,3134.9,2020-05-20 11:04:21.857457164,4-LOW,Clerk#000000034,4,Order processed smoothly 1925
1926,1443,F,3118.21,2020-05-20 12:49:29.477965198,2-HIGH,Clerk#000000061,6,Order processed smoothly 1926
1927,1060,O,2712.94,2020-05-20 14:34:37.098473232,2-HIGH,Clerk#000000053,8,Order processed smoothly 1927
1928,561,P,2076.47,2020-05-20 16:19:44.718981266,5-VERY LOW,Clerk#000000068,1,Order processed smoothly 1928
1929,592,F,2441.47,2020-05-20 18:04:52.339489300,2-HIGH,Clerk#000000073,7,Order processed smoothly 1929
1930,196,P,3714.11,2020-05-20 19:49:59.959997334,3-MEDIUM,Clerk#000000012,4,Order processed smoothly 1930
1931,1396,P,1690.5,2020-05-20 21:35:07.580505368,5-VERY LOW,Clerk#000000026,4,Order processed smoothly 1931
1932,327,O,2143.61,2020-05-20 23:20:15.201013402,5-VERY LOW,Clerk#000000082,0,Order processed smoothly 1932
1933,1108,F,4503.69,2020-05-21 01:05:22.821521436,4-LOW,Clerk#000000034,5,Order processed smoothly 1933
1934,1347,P,2720.0,2020-05-21 02:50:30.442029470,5-VERY LOW,Clerk#000000093,2,Order processed smoothly 1934
1935,1409,O,4291.21,2020-05-21 04:35:38.062537502,5-VERY LOW,Clerk#000000084,2,Order processed smoothly 1935
1936,1106,F,4471.48,2020-05-21 06:20:45.683045536,3-MEDIUM,Clerk#000000037,8,Order processed smoothly 1936
1937,1352,O,4633.72,2020-05-21 08:05:53.303553570,5-VERY LOW,Clerk#000000006,3,Order processed smoothly 1937
1938,1420,F,1390.29,2020-05-21 09:51:00.924061604,4-LOW,Clerk#000000095,9,Order processed smoothly 1938
1939,85,F,2709.14,2020-05-21 11:36:08.544569638,2-HIGH,Clerk#000000067,3,Order processed smoothly 1939
1940,1011,F,4400.26,2020-05-21 13:21:16.165077672,1-URGENT,Clerk#000000021,6,Order processed smoothly 1940
1941,396,F,3526.87,2020-05-21 15:06:23.785585706,1-URGENT,Clerk#000000025,3,Order processed smoothly 1941
1942,1488,F,4533.71,2020-05-21 16:51:31.406093740,3-MEDIUM,Clerk#000000063,2,Order processed smoothly 1942
1943,1215,O,3976.32,2020-05-21 18:36:39.026601774,2-HIGH,Clerk#000000068,9,Order processed smoothly 1943
1944,832,P,2015.48,2020-05-21 20:21:46.647109808,2-HIGH,Clerk#000000023,6,Order processed smoothly 1944
1945,1399,O,2848.81,2020-05-21 22:06:54.267617842,2-HIGH,Clerk#000000001,8,Order processed smoothly 1945
1946,615,O,4682.05,2020-05-21 23:52:01.888125876,4-LOW,Clerk#000000019,4,Order processed smoothly 1946
1947,1044,P,3935.33,2020-05-22 01:37:09.508633910,5-VERY LOW,Clerk#000000039,5,Order processed smoothly 1947
1948,546,P,4307.66,2020-05-22 03:22:17.129141944,3-MEDIUM,Clerk#000000065,7,Order processed smoothly 1948
1949,1136,P,1717.03,2020-05-22 05:07:24.749649978,2-HIGH,Clerk#000000045,4,Order processed smoothly 1949
1950,640,F,1650.44,2020-05-22 06:52:32.370158010,1-URGENT,Clerk#000000008,8,Order processed smoothly 1950
1951,464,O,3981.33,2020-05-22 08:37:39.990666044,1-URGENT,Clerk#000000038,9,Order processed smoothly 1951
1952,1134,O,4977.61,2020-05-22 10:22:47.611174078,1-URGENT,Clerk#000000033,4,Order processed smoothly 1952
1953,136,P,2917.15,2020-05-22 12:07:55.231682112,2-HIGH,Clerk#000000012,2,Order processed smoothly 1953
1954,654,P,2644.16,2020-05-22 13:53:02.852190146,5-VERY LOW,Clerk#000000054,1,Order processed smoothly 1954
1955,112,O,3797.19,2020-05-22 15:38:10.472698180,1-URGENT,Clerk#000000036,4,Order processed smoothly 1955
1956,1136,O,4358.95,2020-05-22 17:23:18.093206214,1-URGENT,Clerk#000000062,7,Order processed smoothly 1956
1957,1176,F,3637.31,2020-05-22 19:08:25.713714248,5-VERY LOW,Clerk#000000073,4,Order processed smoothly 1957
1958,604,P,3514.67,2020-05-22 20:53:33.334222282,2-HIGH,Clerk#000000003,9,Order processed smoothly 1958
1959,946,P,2267.37,2020-05-22 22:38:40.954730316,3-MEDIUM,Clerk#000000039,1,Order processed smoothly 1959
1960,383,O,4664.75,2020-05-23 00:23:48.575238350,5-VERY LOW,Clerk#000000065,5,Order processed smoothly 1960
1961,115,F,1554.5,2020-05-23 02:08:56.195746384,2-HIGH,Clerk#000000048,3,Order processed smoothly 1961
1962,217,O,1391.73,2020-05-23 03:54:03.816254418,4-LOW,Clerk#000000067,9,Order processed smoothly 1962
1963,903,O,1530.77,2020-05-23 05:39:11.436762452,4-LOW,Clerk#000000089,7,Order processed smoothly 1963
1964,840,O,1314.87,2020-05-23 07:24:19.057270486,1-URGENT,Clerk#000000072,7,Order processed smoothly 1964
1965,450,P,2042.5,2020-05-23 09:09:26.677778518,3-MEDIUM,Clerk#000000010,9,Order processed smoothly 1965
1966,1324,F,4624.58,2020-05-23 10:54:34.298286552,2-HIGH,Clerk#000000055,8,Order processed smoothly 1966
1967,560,F,1611.16,2020-05-23 12:39:41.918794586,3-MEDIUM,Clerk#000000092,9,Order processed smoothly 1967
1968,1333,O,1153.77,2020-05-23 14:24:49.539302620,3-MEDIUM,Clerk#000000007,8,Order processed smoothly 1968
1969,671,P,2418.03,2020-05-23 16:09:57.159810654,5-VERY LOW,Clerk#000000087,8,Order processed smoothly 1969
1970,1100,F,4584.51,2020-05-23 17:55:04.780318688,3-MEDIUM,Clerk#000000048,1,Order processed smoothly 1970
1971,151,P,3897.16,2020-05-23 19:40:12.400826722,1-URGENT,Clerk#000000088,5,Order processed smoothly 1971
1972,900,F,4824.91,2020-05-23 21:25:20.021334756,1-URGENT,Clerk#000000009,1,Order processed smoothly 1972
1973,990,O,1353.05,2020-05-23 23:10:27.641842790,3-MEDIUM,Clerk#000000090,4,Order processed smoothly 1973
1974,493,O,4642.38,2020-05-24 00:55:35.262350824,3-MEDIUM,Clerk#000000058,7,Order processed smoothly 1974
1975,1156,F,4480.02,2020-05-24 02:40:42.882858858,2-HIGH,Clerk#000000033,8,Order processed smoothly 1975
1976,663,P,2465.15,2020-05-24 04:25:50.503366892,3-MEDIUM,Clerk#000000046,6,Order processed smoothly 1976
1977,1091,F,2419.08,2020-05-24 06:10:58.123874926,1-URGENT,Clerk#000000071,7,Order processed smoothly 1977
1978,659,O,1102.29,2020-05-24 07:56:05.744382960,1-URGENT,Clerk#000000035,1,Order processed smoothly 1978
1979,185,P,3055.42,2020-05-24 09:41:13.364890994,4-LOW,Clerk#000000046,3,Order processed smoothly 1979
1980,982,P,3006.1,2020-05-24 11:26:20.985399028,3-MEDIUM,Clerk#000000020,6,Order processed smoothly 1980
1981,40,P,3727.82,2020-05-24 13:11:28.605907060,2-HIGH,Clerk#000000074,8,Order processed smoothly 1981
1982,389,P,1778.25,2020-05-24 14:56:36.226415094,4-LOW,Clerk#000000098,9,Order processed smoothly 1982
1983,845,O,1753.22,2020-05-24 16:41:43.846923128,4-LOW,Clerk#000000042,5,Order processed smoothly 1983
1984,1333,F,4160.92,2020-05-24 18:26:51.467431162,4-LOW,Clerk#000000037,0,Order processed smoothly 1984
1985,818,F,4651.57,2020-05-24 20:11:59.087939196,4-LOW,Clerk#000000053,4,Order processed smoothly 1985
1986,865,O,3779.78,2020-05-24 21:57:06.708447230,1-URGENT,Clerk#000000039,7,Order processed smoothly 1986
1987,595,O,2883.04,2020-05-24 23:42:14.328955264,5-VERY LOW,Clerk#000000031,9,Order processed smoothly 1987
1988,377,O,4343.6,2020-05-25 01:27:21.949463298,4-LOW,Clerk#000000006,1,Order processed smoothly 1988
1989,1212,P,3462.99,2020-05-25 03:12:29.569971332,2-HIGH,Clerk#000000038,6,Order processed smoothly 1989
1990,861,O,3877.12,2020-05-25 04:57:37.190479366,5-VERY LOW,Clerk#000000009,3,Order processed smoothly 1990
1991,409,O,2917.22,2020-05-25 06:42:44.810987400,1-URGENT,Clerk#000000078,5,Order processed smoothly 1991
1992,604,F,2411.85,2020-05-25 08:27:52.431495434,3-MEDIUM,Clerk#000000037,5,Order processed smoothly 1992
1993,147,P,3814.43,2020-05-25 10:13:00.052003468,5-VERY LOW,Clerk#000000069,3,Order processed smoothly 1993
1994,378,O,3145.94,2020-05-25 11:58:07.672511502,4-LOW,Clerk#000000053,7,Order processed smoothly 1994
1995,421,F,3675.54,2020-05-25 13:43:15.293019536,5-VERY LOW,Clerk#000000011,1,Order processed smoothly 1995
1996,1457,O,4618.28,2020-05-25 15:28:22.913527568,5-VERY LOW,Clerk#000000009,8,Order processed smoothly 1996
1997,960,P,4056.88,2020-05-25 17:13:30.534035602,3-MEDIUM,Clerk#000000041,3,Order processed smoothly 1997
1998,386,O,2435.46,2020-05-25 18:58:38.154543636,2-HIGH,Clerk#000000082,6,Order processed smoothly 1998
1999,1295,O,1870.29,2020-05-25 20:43:45.775051670,4-LOW,Clerk#000000044,6,Order processed smoothly 1999
2000,28,P,2136.15,2020-05-25 22:28:53.395559704,5-VERY LOW,Clerk#000000029,9,Order processed smoothly 2000
2001,14,F,1742.76,2020-05-26 00:14:01.016067738,5-VERY LOW,Clerk#000000037,1,Order processed smoothly 2001
2002,1143,F,4165.29,2020-05-26 01:59:08.636575772,2-HIGH,Clerk#000000077,5,Order processed smoothly 2002
2003,691,O,4600.46,2020-05-26 03:44:16.257083806,4-LOW,Clerk#000000010,6,Order processed smoothly 2003
2004,1261,O,4352.42,2020-05-26 05:29:23.877591840,5-VERY LOW,Clerk#000000034,2,Order processed smoothly 2004
2005,795,O,2026.87,2020-05-26 07:14:31.498099874,4-LOW,Clerk#000000082,3,Order processed smoothly 2005
2006,724,F,4241.64,2020-05-26 08:59:39.118607908,3-MEDIUM,Clerk#000000053,3,Order processed smoothly 2006
2007,1243,O,1586.02,2020-05-26 10:44:46.739115942,5-VERY LOW,Clerk#000000087,8,Order processed smoothly 2007
2008,86,O,4884.21,2020-05-26 12:29:54.359623976,5-VERY LOW,Clerk#000000056,1,Order processed smoothly 2008
2009,929,P,4146.57,2020-05-26 14:15:01.980132010,1-URGENT,Clerk#000000008,7,Order processed smoothly 2009
2010,345,P,1525.32,2020-05-26 16:00:09.600640044,3-MEDIUM,Clerk#000000061,9,Order processed smoothly 2010
2011,103,O,2214.56,2020-05-26 17:45:17.221148076,5-VERY LOW,Clerk#000000079,6,Order processed smoothly 2011
2012,712,F,1511.57,2020-05-26 19:30:24.841656110,1-URGENT,Clerk#000000029,4,Order processed smoothly 2012
2013,585,F,2663.55,2020-05-26 21:15:32.462164144,3-MEDIUM,Clerk#000000099,0,Order processed smoothly 2013
2014,1111,O,3944.05,2020-05-26 23:00:40.082672178,1-URGENT,Clerk#000000060,0,Order processed smoothly 2014
2015,270,O,3006.02,2020-05-27 00:45:47.703180212,1-URGENT,Clerk#000000054,4,Order processed smoothly 2015
2016,622,F,3779.96,2020-05-27 02:30:55.323688246,4-LOW,Clerk#000000079,9,Order processed smoothly 2016
2017,688,P,3682.22,2020-05-27 04:16:02.944196280,4-LOW,Clerk#000000092,5,Order processed smoothly 2017
2018,287,P,3274.72,2020-05-27 06:01:10.564704314,5-VERY LOW,Clerk#000000045,9,Order processed smoothly 2018
2019,899,P,2652.36,2020-05-27 07:46:18.185212348,1-URGENT,Clerk#000000056,2,Order processed smoothly 2019
2020,1020,F,1686.24,2020-05-27 09:31:25.805720382,3-MEDIUM,Clerk#000000038,9,Order processed smoothly 2020
2021,238,O,4318.76,2020-05-27 11:16:33.426228416,2-HIGH,Clerk#000000058,8,Order processed smoothly 2021
2022,885,F,1077.63,2020-05-27 13:01:41.046736450,2-HIGH,Clerk#000000014,6,Order processed smoothly 2022
2023,636,O,2224.92,2020-05-27 14:46:48.667244484,2-HIGH,Clerk#000000021,0,Order processed smoothly 2023
2024,1102,F,1052.32,2020-05-27 16:31:56.287752518,5-VERY LOW,Clerk#000000045,3,Order processed smoothly 2024
2025,479,F,2306.72,2020-05-27 18:17:03.908260552,2-HIGH,Clerk#000000052,6,Order processed smoothly 2025
2026,686,F,1707.25,2020-05-27 20:02:11.528768586,1-URGENT,Clerk#000000044,8,Order processed smoothly 2026
2027,833,P,3199.86,2020-05-27 21:47:19.149276618,2-HIGH,Clerk#000000004,6,Order processed smoothly 2027
2028,292,F,2740.08,2020-05-27 23:32:26.769784652,5-VERY LOW,Clerk#000000094,3,Order processed smoothly 2028
2029,1071,P,4127.94,2020-05-28 01:17:34.390292686,4-LOW,Clerk#000000016,8,Order processed smoothly 2029
2030,644,P,1504.54,2020-05-28 03:02:42.010800720,2-HIGH,Clerk#000000011,1,Order processed smoothly 2030
2031,266,F,2978.78,2020-05-28 04:47:49.631308754,2-HIGH,Clerk#000000006,8,Order processed smoothly 2031
2032,24,P,4526.1,2020-05-28 06:32:57.251816788,3-MEDIUM,Clerk#000000022,7,Order processed smoothly 2032
2033,1070,O,4457.52,2020-05-28 08:18:04.872324822,3-MEDIUM,Clerk#000000045,9,Order processed smoothly 2033
2034,624,O,2827.82,2020-05-28 10:03:12.492832856,2-HIGH,Clerk#000000072,3,Order processed smoothly 2034
2035,443,P,4558.42,2020-05-28 11:48:20.113340890,4-LOW,Clerk#000000001,5,Order processed smoothly 2035
2036,529,O,4968.68,2020-05-28 13:33:27.733848924,4-LOW,Clerk#000000095,3,Order processed smoothly 2036
2037,1469,F,1338.11,2020-05-28 15:18:35.354356958,3-MEDIUM,Clerk#000000004,7,Order processed smoothly 2037
2038,550,P,1555.93,2020-05-28 17:03:42.974864992,2-HIGH,Clerk#000000021,9,Order processed smoothly 2038
2039,46,O,3464.37,2020-05-28 18:48:50.595373026,2-HIGH,Clerk#000000005,9,Order processed smoothly 2039
2040,1398,O,3779.55,2020-05-28 20:33:58.215881060,3-MEDIUM,Clerk#000000041,0,Order processed smoothly 2040
2041,1274,F,2157.78,2020-05-28 22:19:05.836389094,2-HIGH,Clerk#000000014,1,Order processed smoothly 2041
2042,931,F,2266.72,2020-05-29 00:04:13.456897126,1-URGENT,Clerk#000000063,9,Order processed smoothly 2042
2043,379,P,3097.08,2020-05-29 01:49:21.077405160,3-MEDIUM,Clerk#000000014,9,Order processed smoothly 2043
2044,480,O,1940.76,2020-05-29 03:34:28.697913194,4-LOW,Clerk#000000045,5,Order processed smoothly 2044
2045,1351,P,4937.34,2020-05-29 05:19:36.318421228,5-VERY LOW,Clerk#000000044,3,Order processed smoothly 2045
2046,586,P,2133.02,2020-05-29 07:04:43.938929262,1-URGENT,Clerk#000000037,9,Order processed smoothly 2046
2047,1308,O,4312.73,2020-05-29 08:49:51.559437296,2-HIGH,Clerk#000000052,7,Order processed smoothly 2047
2048,264,F,1684.65,2020-05-29 10:34:59.179945330,4-LOW,Clerk#000000008,0,Order processed smoothly 2048
2049,1004,P,4688.82,2020-05-29 12:20:06.800453364,5-VERY LOW,Clerk#000000036,4,Order processed smoothly 2049
2050,1424,O,3054.19,2020-05-29 14:05:14.420961398,2-HIGH,Clerk#000000058,5,Order processed smoothly 2050
2051,765,O,4666.66,2020-05-29 15:50:22.041469432,2-HIGH,Clerk#000000067,9,Order processed smoothly 2051
2052,544,O,2777.23,2020-05-29 17:35:29.661977466,5-VERY LOW,Clerk#000000080,8,Order processed smoothly 2052
2053,484,F,3327.04,2020-05-29 19:20:37.282485500,1-URGENT,Clerk#000000011,0,Order processed smoothly 2053
2054,228,O,3758.84,2020-05-29 21:05:44.902993534,5-VERY LOW,Clerk#000000070,9,Order processed smoothly 2054
2055,743,O,4426.7,2020-05-29 22:50:52.523501568,1-URGENT,Clerk#000000020,3,Order processed smoothly 2055
2056,1370,P,4795.74,2020-05-30 00:36:00.144009602,1-URGENT,Clerk#000000036,8,Order processed smoothly 2056
2057,175,P,2040.96,2020-05-30 02:21:07.764517634,4-LOW,Clerk#000000095,4,Order processed smoothly 2057
2058,680,F,4109.4,2020-05-30 04:06:15.385025668,4-LOW,Clerk#000000084,7,Order processed smoothly 2058
2059,1276,O,4147.47,2020-05-30 05:51:23.005533702,4-LOW,Clerk#000000033,0,Order processed smoothly 2059
2060,1344,O,2759.87,2020-05-30 07:36:30.626041736,1-URGENT,Clerk#000000058,7,Order processed smoothly 2060
2061,1055,F,3035.75,2020-05-30 09:21:38.246549770,2-HIGH,Clerk#000000015,8,Order processed smoothly 2061
2062,1054,O,2332.44,2020-05-30 11:06:45.867057804,3-MEDIUM,Clerk#000000065,6,Order processed smoothly 2062
2063,162,F,1614.81,2020-05-30 12:51:53.487565838,1-URGENT,Clerk#000000016,3,Order processed smoothly 2063
2064,1297,P,4071.78,2020-05-30 14:37:01.108073872,4-LOW,Clerk#000000020,5,Order processed smoothly 2064
2065,1258,P,1325.33,2020-05-30 16:22:08.728581906,4-LOW,Clerk#000000050,9,Order processed smoothly 2065
2066,127,O,3897.79,2020-05-30 18:07:16.349089940,4-LOW,Clerk#000000091,6,Order processed smoothly 2066
2067,887,F,4727.93,2020-05-30 19:52:23.969597974,2-HIGH,Clerk#000000025,4,Order processed smoothly 2067
2068,509,O,3716.99,2020-05-30 21:37:31.590106008,3-MEDIUM,Clerk#000000016,1,Order processed smoothly 2068
2069,76,P,3184.84,2020-05-30 23:22:39.210614042,2-HIGH,Clerk#000000082,4,Order processed smoothly 2069
2070,731,F,1133.81,2020-05-31 01:07:46.831122076,4-LOW,Clerk#000000068,4,Order processed smoothly 2070
2071,29,F,4351.62,2020-05-31 02:52:54.451630110,4-LOW,Clerk#000000078,5,Order processed smoothly 2071
2072,135,O,4102.15,2020-05-31 04:38:02.072138142,2-HIGH,Clerk#000000099,7,Order processed smoothly 2072
2073,1432,F,3675.87,2020-05-31 06:23:09.692646176,3-MEDIUM,Clerk#000000037,6,Order processed smoothly 2073
2074,1234,P,4828.12,2020-05-31 08:08:17.313154210,5-VERY LOW,Clerk#000000011,5,Order processed smoothly 2074
2075,169,F,3421.82,2020-05-31 09:53:24.933662244,3-MEDIUM,Clerk#000000091,7,Order processed smoothly 2075
2076,1316,F,2834.84,2020-05-31 11:38:32.554170278,5-VERY LOW,Clerk#000000094,0,Order processed smoothly 2076
2077,1117,F,3494.81,2020-05-31 13:23:40.174678312,3-MEDIUM,Clerk#000000081,0,Order processed smoothly 2077
2078,564,O,1813.19,2020-05-31 15:08:47.795186346,5-VERY LOW,Clerk#000000066,9,Order processed smoothly 2078
2079,1426,P,1244.82,2020-05-31 16:53:55.415694380,4-LOW,Clerk#000000065,5,Order processed smoothly 2079
2080,691,O,4082.87,2020-05-31 18:39:03.036202414,3-MEDIUM,Clerk#000000083,0,Order processed smoothly 2080
2081,845,O,2438.64,2020-05-31 20:24:10.656710448,3-MEDIUM,Clerk#000000013,6,Order processed smoothly 2081
2082,1022,P,1737.75,2020-05-31 22:09:18.277218482,2-HIGH,Clerk#000000063,9,Order processed smoothly 2082
2083,598,O,1144.75,2020-05-31 23:54:25.897726516,1-URGENT,Clerk#000000056,3,Order processed smoothly 2083
2084,239,P,2347.31,2020-06-01 01:39:33.518234550,5-VERY LOW,Clerk#000000066,6,Order processed smoothly 2084
2085,518,P,3154.7,2020-06-01 03:24:41.138742584,1-URGENT,Clerk#000000085,0,Order processed smoothly 2085
2086,811,P,2892.74,2020-06-01 05:09:48.759250618,5-VERY LOW,Clerk#000000047,6,Order processed smoothly 2086
2087,645,O,1249.75,2020-06-01 06:54:56.379758652,5-VERY LOW,Clerk#000000016,2,Order processed smoothly 2087
2088,1195,O,4553.55,2020-06-01 08:40:04.000266684,4-LOW,Clerk#000000062,8,Order processed smoothly 2088
2089,762,O,4741.35,2020-06-01 10:25:11.620774718,5-VERY LOW,Clerk#000000009,9,Order processed smoothly 2089
2090,1305,O,1278.47,2020-06-01 12:10:19.241282752,3-MEDIUM,Clerk#000000015,6,Order processed smoothly 2090
2091,1288,P,3456.56,2020-06-01 13:55:26.861790786,1-URGENT,Clerk#000000012,5,Order processed smoothly 2091
2092,936,O,4805.28,2020-06-01 15:40:34.482298820,1-URGENT,Clerk#000000070,3,Order processed smoothly 2092
2093,79,F,1221.19,2020-06-01 17:25:42.102806854,4-LOW,Clerk#000000004,6,Order processed smoothly 2093
2094,146,F,1806.08,2020-06-01 19:10:49.723314888,2-HIGH,Clerk#000000019,7,Order processed smoothly 2094
2095,836,P,3438.67,2020-06-01 20:55:57.343822922,3-MEDIUM,Clerk#000000014,4,Order processed smoothly 2095
2096,670,O,3107.11,2020-06-01 22:41:04.964330956,2-HIGH,Clerk#000000051,2,Order processed smoothly 2096
2097,1079,F,2011.14,2020-06-02 00:26:12.584838990,3-MEDIUM,Clerk#000000094,3,Order processed smoothly 2097
2098,302,O,2573.4,2020-06-02 02:11:20.205347024,3-MEDIUM,Clerk#000000081,5,Order processed smoothly 2098
2099,573,O,4527.5,2020-06-02 03:56:27.825855058,2-HIGH,Clerk#000000086,0,Order processed smoothly 2099
2100,768,O,1944.04,2020-06-02 05:41:35.446363092,2-HIGH,Clerk#000000022,1,Order processed smoothly 2100
2101,853,O,1871.23,2020-06-02 07:26:43.066871126,1-URGENT,Clerk#000000035,1,Order processed smoothly 2101
2102,1175,P,4130.0,2020-06-02 09:11:50.687379160,3-MEDIUM,Clerk#000000088,4,Order processed smoothly 2102
